389,1016,F,2578.04,1994-02-17,2-HIGH,Clerk#000000062,0,"ing to the regular asymptotes. final, pending foxes about the blithely sil"
390,821,O,224545.56,1998-04-07,5-LOW,Clerk#000000404,0,"xpress asymptotes use among the regular, final pinto b"
391,883,F,24351.85,1994-11-17,2-HIGH,Clerk#000000256,0,orges thrash fluffil
416,322,F,109101.19,1993-09-27,5-LOW,Clerk#000000294,0, the accounts. fluffily bold depo
417,437,F,123069.90,1994-02-06,3-MEDIUM,Clerk#000000468,0,"ironic, even packages. thinly unusual accounts sleep along the slyly unusual "
418,760,P,38032.82,1995-04-13,4-NOT SPECIFIED,Clerk#000000643,0,. furiously ironic instruc
419,931,O,137705.06,1996-10-01,3-MEDIUM,Clerk#000000376,0,osits. blithely pending theodolites boost carefully
420,722,O,284633.07,1995-10-31,4-NOT SPECIFIED,Clerk#000000756,0,leep carefully final excuses. fluffily pending requests unwind carefully above
421,314,F,1013.00,1992-02-22,5-LOW,Clerk#000000405,0,"egular, even packages according to the final, un"
422,586,O,122423.33,1997-05-31,4-NOT SPECIFIED,Clerk#000000049,0,aggle carefully across the accounts. regular accounts eat fluffi
423,829,O,25018.61,1996-06-01,1-URGENT,Clerk#000000674,0,quests. deposits cajole quickly. furiously bold accounts haggle q
448,1198,O,130348.51,1995-08-21,3-MEDIUM,Clerk#000000597,0," regular, express foxes use blithely. quic"
449,767,O,47692.87,1995-07-20,2-HIGH,Clerk#000000841,0,. furiously regular theodolites affix blithely 
450,380,P,181088.11,1995-03-05,4-NOT SPECIFIED,Clerk#000000293,0,d theodolites. boldly bold foxes since the pack
451,791,O,125988.74,1998-05-25,5-LOW,Clerk#000000048,0,nic pinto beans. theodolites poach carefully; 
452,478,O,3597.06,1997-10-14,1-URGENT,Clerk#000000498,0,"t, unusual instructions above the blithely bold pint"
453,353,O,296959.73,1997-05-26,5-LOW,Clerk#000000504,0,ss foxes. furiously regular ideas sleep according to t
454,391,O,41969.70,1995-12-27,5-LOW,Clerk#000000890,0,dolites sleep carefully blithely regular deposits. quickly regul
455,97,O,167918.89,1996-12-04,1-URGENT,Clerk#000000796,0, about the final platelets. dependen
480,572,F,28401.70,1993-05-08,5-LOW,Clerk#000000004,0,ealthy pinto beans. fluffily regular requests along the special sheaves wake 
481,244,F,164811.70,1992-10-08,2-HIGH,Clerk#000000230,0,ly final ideas. packages haggle fluffily
482,1001,O,175425.85,1996-03-26,1-URGENT,Clerk#000000295,0,ts. deposits wake: final acco
483,280,O,60339.38,1995-07-11,2-HIGH,Clerk#000000025,0,cross the carefully final e
484,434,O,291065.77,1997-01-03,3-MEDIUM,Clerk#000000545,0,"grouches use. furiously bold accounts maintain. bold, regular deposits"
485,805,O,119178.17,1997-03-26,2-HIGH,Clerk#000000105,0, regular ideas nag thinly furiously s
486,407,O,258167.35,1996-03-11,4-NOT SPECIFIED,Clerk#000000803,0,riously dolphins. fluffily ironic requ
487,863,F,79885.53,1992-08-18,1-URGENT,Clerk#000000086,0,ithely unusual courts eat accordi
512,505,P,158059.36,1995-05-20,5-LOW,Clerk#000000814,0,ding requests. carefully express theodolites was quickly. furious
513,485,O,109646.70,1995-05-01,2-HIGH,Clerk#000000522,0,regular packages. pinto beans cajole carefully against the even
514,599,O,179972.10,1996-04-04,2-HIGH,Clerk#000000094,0, cajole furiously. slyly final excuses cajole. slyly special instructions 
515,1135,F,206482.17,1993-08-29,4-NOT SPECIFIED,Clerk#000000700,0,eposits are furiously furiously silent pinto beans. pending pack
516,352,O,12700.04,1998-04-21,2-HIGH,Clerk#000000305,0,"lar, unusual platelets are carefully. even courts sleep bold, final pinto bea"
517,74,O,97650.40,1997-04-07,5-LOW,Clerk#000000359,0,slyly pending deposits cajole quickly packages. furiou
518,1156,O,315475.89,1998-02-08,2-HIGH,Clerk#000000768,0, the carefully bold accounts. quickly regular excuses are
519,505,O,120598.04,1997-10-31,1-URGENT,Clerk#000000985,0,ains doze furiously against the f
544,748,F,46251.48,1993-02-17,2-HIGH,Clerk#000000145,0,"the special, final accounts. dogged dolphins"
545,506,O,27673.21,1995-11-07,2-HIGH,Clerk#000000537,0,as. blithely final hockey players about th
546,1147,O,23687.76,1996-11-01,2-HIGH,Clerk#000000041,0,osits sleep. slyly special dolphins about the q
547,787,O,117120.79,1996-06-22,3-MEDIUM,Clerk#000000976,0,ing accounts eat. carefully regular packa
548,991,F,122830.10,1994-09-21,1-URGENT,Clerk#000000435,0,arefully express instru
549,880,F,184040.66,1992-07-13,1-URGENT,Clerk#000000196,0,ideas alongside of 
550,190,O,43241.58,1995-08-02,1-URGENT,Clerk#000000204,0,t requests. blithely 
551,718,O,52052.38,1995-05-30,1-URGENT,Clerk#000000179,0,xpress accounts boost quic
576,238,O,22141.11,1997-05-13,3-MEDIUM,Clerk#000000955,0,l requests affix regular requests. final account
577,442,F,44962.31,1994-12-19,5-LOW,Clerk#000000154,0, deposits engage stealthil
578,742,O,81528.76,1997-01-10,5-LOW,Clerk#000000281,0,e blithely even packages. slyly pending platelets bes
579,538,O,137630.77,1998-03-11,2-HIGH,Clerk#000000862,0, regular instructions. blithely even p
580,475,O,120667.03,1997-07-05,2-HIGH,Clerk#000000314,0,tegrate fluffily regular accou
581,550,O,199871.26,1997-02-23,4-NOT SPECIFIED,Clerk#000000239,0, requests. even requests use slyly. blithely ironic 
582,395,O,153795.38,1997-10-21,1-URGENT,Clerk#000000378,0,n pinto beans print a
583,377,O,166118.95,1997-03-19,3-MEDIUM,Clerk#000000792,0,efully express requests. a
608,208,O,78962.18,1996-02-28,3-MEDIUM,Clerk#000000995,0,nic waters wake slyly slyly expre
609,1001,F,31118.38,1994-06-01,3-MEDIUM,Clerk#000000348,0,- ironic gifts believe furiously ca
610,406,O,255238.01,1995-08-02,1-URGENT,Clerk#000000610,0,"totes. ironic, unusual packag"
611,844,F,109432.56,1993-01-27,1-URGENT,Clerk#000000401,0,ounts detect furiously ac
612,652,F,199279.92,1992-10-21,3-MEDIUM,Clerk#000000759,0,boost quickly quickly final excuses. final foxes use bravely afte
613,1108,O,49010.85,1995-06-18,2-HIGH,Clerk#000000172,0,ts hinder among the deposits. fluffily ironic depos
614,1067,F,256677.78,1992-12-01,2-HIGH,Clerk#000000388,0," deposits! even, daring theodol"
615,524,F,56868.74,1992-05-09,5-LOW,Clerk#000000388,0,t to promise asymptotes. packages haggle alongside of the fluffil
640,763,F,190862.70,1993-01-23,2-HIGH,Clerk#000000433,0,"r, unusual accounts boost carefully final ideas. slyly silent theod"
641,1063,F,158719.18,1993-08-30,5-LOW,Clerk#000000175,0,ents cajole furiously about the quickly silent pac
642,320,F,32041.67,1993-12-16,3-MEDIUM,Clerk#000000357,0, among the requests wake slyly alongside of th
643,463,P,229091.23,1995-03-25,2-HIGH,Clerk#000000354,0,g dependencies. regular accounts 
644,59,F,274129.75,1992-05-01,1-URGENT,Clerk#000000550,0," blithely unusual platelets haggle ironic, special excuses. excuses unwi"
645,914,F,306838.25,1994-12-03,2-HIGH,Clerk#000000090,0,quickly daring theodolites across the regu
646,404,F,234348.79,1994-11-22,2-HIGH,Clerk#000000203,0,carefully even foxes. fina
647,1144,O,65628.78,1997-08-07,1-URGENT,Clerk#000000270,0,egular pearls. carefully express asymptotes are. even account
672,865,F,101221.54,1994-04-14,5-LOW,Clerk#000000106,0,egular requests are furiously according to 
673,634,F,31878.78,1994-03-10,1-URGENT,Clerk#000000448,0, special pinto beans use quickly furiously even depende
674,266,F,45335.65,1992-08-29,5-LOW,Clerk#000000448,0,ully special deposits. furiously final warhorses affix carefully. fluffily f
675,94,O,142653.14,1997-07-31,2-HIGH,Clerk#000000168,0,ffily between the careful
676,304,O,217104.04,1996-12-13,2-HIGH,Clerk#000000248,0,"the final deposits. special, pending"
677,992,F,177644.70,1993-11-24,3-MEDIUM,Clerk#000000824,0,uriously special pinto beans cajole carefully. fi
678,1046,F,174004.22,1993-02-27,5-LOW,Clerk#000000530,0,. blithely final somas about the
679,388,O,11765.18,1995-12-15,2-HIGH,Clerk#000000853,0,"tealthy, final pinto beans haggle slyly. pending platelets about the special, "
704,676,O,69810.41,1996-11-21,3-MEDIUM,Clerk#000000682,0,"blithely pending platelets wake alongside of the final, iron"
705,343,O,125225.79,1997-02-13,4-NOT SPECIFIED,Clerk#000000294,0,"ithely regular dependencies. express, even packages sleep slyly pending t"
706,1180,O,32241.20,1995-09-09,1-URGENT,Clerk#000000448,0,g the packages. deposits caj
707,931,F,68084.76,1994-11-20,3-MEDIUM,Clerk#000000199,0," ideas about the silent, bold deposits nag dolphins"
708,253,O,137430.48,1998-07-03,3-MEDIUM,Clerk#000000101,0,lphins cajole about t
709,289,O,112552.79,1998-04-21,1-URGENT,Clerk#000000461,0,ons alongside of the carefully bold pinto bea
710,1051,F,270557.93,1993-01-02,5-LOW,Clerk#000000026,0," regular, regular requests boost. fluffily re"
711,511,F,107012.42,1993-09-23,4-NOT SPECIFIED,Clerk#000000856,0,its. fluffily regular gifts are furi
736,371,O,168239.09,1998-06-21,5-LOW,Clerk#000000881,0,refully of the final pi
737,958,F,16275.76,1992-04-26,5-LOW,Clerk#000000233,0,"ake blithely express, ironic theodolites. blithely special accounts wa"
738,167,F,140139.33,1993-03-02,4-NOT SPECIFIED,Clerk#000000669,0,ly even foxes. furiously regular accounts cajole ca
739,4,O,204579.42,1998-05-31,5-LOW,Clerk#000000900,0, against the slyly ironic packages nag slyly ironic
740,349,O,110717.12,1995-07-16,3-MEDIUM,Clerk#000000583,0,"courts haggle furiously across the final, regul"
741,836,O,68671.80,1998-07-07,2-HIGH,Clerk#000000295,0,ic instructions. slyly express instructions solv
742,823,F,324684.22,1994-12-23,5-LOW,Clerk#000000543,0,equests? slyly ironic dolphins boost carefully above the blithely
743,628,O,30995.20,1996-10-04,4-NOT SPECIFIED,Clerk#000000933,0,eans. furiously ironic deposits sleep carefully carefully qui
768,778,O,301215.71,1996-08-20,3-MEDIUM,Clerk#000000411,0,jole slyly ironic packages. slyly even idea
769,640,F,51703.74,1993-06-02,3-MEDIUM,Clerk#000000172,0,ggle furiously. ironic packages haggle slyly. bold platelets affix s
770,256,O,83335.50,1998-05-23,5-LOW,Clerk#000000572,0,heodolites. furiously special pinto beans cajole pac
771,358,O,132450.83,1995-06-17,1-URGENT,Clerk#000000105,0,s. furiously final instructions across the deposit
772,772,F,186196.35,1993-04-17,2-HIGH,Clerk#000000430,0,s boost blithely fluffily idle ideas? fluffily even pin
773,1055,F,170577.27,1993-09-26,3-MEDIUM,Clerk#000000307,0,"tions are quickly accounts. accounts use bold, even pinto beans. gifts ag"
774,637,O,172979.56,1995-12-04,1-URGENT,Clerk#000000883,0,tealthily even depths
775,1066,F,83578.83,1995-03-18,1-URGENT,Clerk#000000191,0,kly express requests. fluffily silent accounts poach furiously
800,448,O,126423.25,1998-07-14,2-HIGH,Clerk#000000213,0,y alongside of the pending packages? final platelets nag fluffily carefu
801,943,F,177846.34,1992-02-18,1-URGENT,Clerk#000000186,0,iously from the furiously enticing reques
802,1094,F,150752.69,1995-01-05,1-URGENT,Clerk#000000516,0,"posits. ironic, pending requests cajole. even theodol"
803,115,O,44628.77,1997-04-29,5-LOW,Clerk#000000260,0,ic instructions. even deposits haggle furiously at the deposits-- regular de
804,400,F,120617.40,1993-03-12,3-MEDIUM,Clerk#000000931,0,s. blithely final foxes are about the packag
805,1009,O,127961.44,1995-07-05,4-NOT SPECIFIED,Clerk#000000856,0,y according to the fluffily 
806,1046,O,32555.05,1996-06-20,2-HIGH,Clerk#000000240,0, the ironic packages wake carefully fina
807,1150,F,285243.98,1993-11-24,3-MEDIUM,Clerk#000000012,0,refully special tithes. blithely regular accoun
832,232,F,109321.75,1992-04-19,5-LOW,Clerk#000000495,0,xes. bravely regular packages sleep up the furiously bold accou
833,442,F,80298.98,1994-02-13,3-MEDIUM,Clerk#000000437,0,ts haggle quickly across the slyl
834,343,F,47300.37,1994-05-23,3-MEDIUM,Clerk#000000805,0, sleep. quickly even foxes are boldly. slyly express requests use slyly
835,520,O,94378.07,1995-10-08,4-NOT SPECIFIED,Clerk#000000416,0,s about the carefully special foxes haggle quickly about the
836,551,O,84707.91,1996-11-25,4-NOT SPECIFIED,Clerk#000000729,0,ely bold excuses sleep regular ideas. furiously unusual ideas wake furiou
837,928,F,90618.24,1994-06-15,4-NOT SPECIFIED,Clerk#000000563,0,"kages sleep slyly above the ironic, final orbits"
838,131,O,106789.29,1998-01-29,5-LOW,Clerk#000000213,0, slyly around the slyly even
839,224,O,86173.99,1995-08-08,1-URGENT,Clerk#000000951,0,the carefully even platelets. furiously unusual fo
864,1102,O,94762.06,1997-08-17,1-URGENT,Clerk#000000036,0,"ly after the slyly regular deposits. express, regular asymptotes nag ca"
865,22,F,92195.71,1993-05-04,3-MEDIUM,Clerk#000000337,0,. special packages wake after the carefully final accounts. express pinto be
866,307,F,4540.56,1992-11-28,3-MEDIUM,Clerk#000000718,0,"ins after the even, even accounts nod blithel"
867,202,F,7277.46,1993-11-16,3-MEDIUM,Clerk#000000877,0,"pades nag quickly final, "
868,829,F,198681.07,1992-06-09,4-NOT SPECIFIED,Clerk#000000782,0,onic theodolites print carefully. blithely dogge
869,1078,O,81908.84,1997-01-12,2-HIGH,Clerk#000000245,0,ar sheaves are slowly. slyly even attainments boost theodolites. furiously
870,259,F,54680.65,1993-06-20,4-NOT SPECIFIED,Clerk#000000123,0,"blithely ironic ideas nod. sly, r"
871,116,O,238844.54,1995-11-15,5-LOW,Clerk#000000882,0,oss the ironic theodolites.
896,14,F,217828.89,1993-03-09,1-URGENT,Clerk#000000187,0,inal packages eat blithely according to the warhorses. furiously quiet de
897,392,P,74415.14,1995-03-20,1-URGENT,Clerk#000000316,0, wake quickly against 
898,430,F,128073.90,1993-06-03,2-HIGH,Clerk#000000611,0,. unusual pinto beans haggle quickly across 
899,868,O,191397.27,1998-04-08,5-LOW,Clerk#000000575,0,rts engage carefully final theodolites.
900,367,F,187109.53,1994-10-01,4-NOT SPECIFIED,Clerk#000000060,0, fluffily express deposits nag furiousl
901,91,O,100612.12,1998-07-21,4-NOT SPECIFIED,Clerk#000000929,0,"lyly even foxes are furious, silent requests. requests about the quickly "
902,70,F,49969.71,1994-07-27,4-NOT SPECIFIED,Clerk#000000811,0,yly final requests over the furiously regula
903,88,O,131012.43,1995-07-07,4-NOT SPECIFIED,Clerk#000000793,0,e slyly about the final pl
928,526,F,280684.06,1995-03-02,5-LOW,Clerk#000000450,0,ithely express pinto beans. 
929,662,F,126679.14,1992-10-02,2-HIGH,Clerk#000000160,0,its. furiously even foxes affix carefully finally silent accounts. express req
930,1048,F,245953.62,1994-12-17,1-URGENT,Clerk#000000004,0," accounts nag slyly. ironic, ironic accounts wake blithel"
931,824,F,147074.69,1992-12-07,1-URGENT,Clerk#000000881,0,"ss packages haggle furiously express, regular deposits. even, e"
932,323,O,53331.90,1997-05-16,2-HIGH,Clerk#000000218,0,ly express instructions boost furiously reg
933,763,F,98713.10,1992-08-05,4-NOT SPECIFIED,Clerk#000000752,0,ial courts wake permanently against the furiously regular ideas. unusual 
934,412,O,31193.13,1996-07-03,1-URGENT,Clerk#000000229,0,"ts integrate carefully. sly, regular deposits af"
935,394,O,116284.78,1997-09-24,5-LOW,Clerk#000000180,0,iously final deposits cajole. blithely even packages 
960,277,F,92594.91,1994-09-21,3-MEDIUM,Clerk#000000120,0,regular accounts. requests
961,442,P,226923.54,1995-06-04,4-NOT SPECIFIED,Clerk#000000720,0,ons nag furiously among the quickl
962,283,F,130785.57,1994-05-06,5-LOW,Clerk#000000463,0,ments nag deposits. fluffily ironic a
963,203,F,86997.72,1994-05-26,3-MEDIUM,Clerk#000000497,0,uses haggle carefully. slyly even dependencies after the packages ha
964,602,O,183078.36,1995-05-20,3-MEDIUM,Clerk#000000657,0,"print blithely ironic, careful theodolit"
965,548,P,59674.98,1995-05-15,5-LOW,Clerk#000000218,0,iously special packages. slyly pending requests are carefully 
966,107,O,167607.50,1998-04-30,2-HIGH,Clerk#000000239,0,special deposits. furious
967,880,F,219211.33,1992-06-21,3-MEDIUM,Clerk#000000167,0,excuses engage quickly bold dep
992,431,O,198305.63,1997-11-11,3-MEDIUM,Clerk#000000875,0,ts. regular pinto beans thrash carefully sl
993,634,O,222453.56,1995-09-10,3-MEDIUM,Clerk#000000894,0,quickly express accounts among the furiously bol
994,10,F,42993.02,1994-04-20,5-LOW,Clerk#000000497,0,ole. slyly bold excuses nag caref
